pair_id,user_a_id,user_b_id,pair_date,match_success,response_time_hours,conversation_duration_min,messages_exchanged,pair_rating
PAIR_036079,HT_013209,HT_015172,2025-08-02,1,3.41,9.1,5,
PAIR_036080,HT_011197,HT_018838,2026-03-08,0,,,0,
PAIR_036081,HT_015154,HT_017591,2025-12-29,1,2.64,18.18,9,5.0
PAIR_036082,HT_015758,HT_012002,2026-03-04,1,6.26,14.91,12,
PAIR_036083,HT_017587,HT_012710,2025-04-21,0,,,0,
PAIR_036084,HT_015483,HT_014327,2025-09-02,0,,,0,
PAIR_036085,HT_015868,HT_018797,2025-09-24,0,,,0,
PAIR_036086,HT_017597,HT_016045,2025-04-28,0,,,0,
PAIR_036087,HT_014875,HT_011391,2025-09-09,1,1.66,42.36,11,5.0
PAIR_036088,HT_017525,HT_018034,2025-06-28,1,0.16,40.62,8,
PAIR_036089,HT_019069,HT_010298,2025-04-13,1,3.1,11.9,11,
PAIR_036090,HT_019856,HT_011285,2026-03-06,0,,,0,
PAIR_036091,HT_011135,HT_011750,2025-09-09,0,,,0,
PAIR_036092,HT_013203,HT_018571,2026-02-23,0,,,0,
PAIR_036093,HT_011876,HT_016912,2025-04-22,1,0.01,91.13,6,5.0
PAIR_036094,HT_012259,HT_012474,2025-04-30,1,0.7,4.28,14,4.0
PAIR_036095,HT_016288,HT_016442,2025-11-12,0,,,0,
PAIR_036096,HT_012699,HT_012911,2025-12-28,0,,,0,
PAIR_036097,HT_011121,HT_017782,2025-08-20,1,3.17,27.41,4,5.0
PAIR_036098,HT_016324,HT_010087,2025-12-30,0,,,0,
PAIR_036099,HT_014901,HT_013289,2025-10-04,1,3.12,1.73,6,
PAIR_036100,HT_012532,HT_013401,2025-07-22,0,,,0,
PAIR_036101,HT_010049,HT_018516,2025-07-22,0,,,0,
PAIR_036102,HT_012136,HT_011885,2025-12-16,0,,,0,
PAIR_036103,HT_019302,HT_015482,2025-08-04,0,,,0,
PAIR_036104,HT_015354,HT_014944,2025-09-09,1,2.22,9.56,8,4.0
PAIR_036105,HT_013115,HT_019736,2026-03-13,0,,,0,
PAIR_036106,HT_012629,HT_010471,2025-10-25,1,0.94,33.98,8,5.0
PAIR_036107,HT_019273,HT_013459,2025-06-08,0,,,0,
PAIR_036108,HT_014554,HT_018253,2026-04-10,0,,,0,
PAIR_036109,HT_016343,HT_015530,2025-08-03,1,6.56,14.47,6,3.0
PAIR_036110,HT_016528,HT_012786,2025-07-02,0,,,0,
PAIR_036111,HT_011315,HT_011243,2025-09-18,0,,,0,
PAIR_036112,HT_016771,HT_010667,2025-09-14,0,,,0,
PAIR_036113,HT_018111,HT_012584,2025-08-27,0,,,0,
PAIR_036114,HT_010198,HT_010618,2025-04-21,0,,,0,
PAIR_036115,HT_018109,HT_013028,2025-07-12,1,4.34,22.86,6,3.0
PAIR_036116,HT_018075,HT_011251,2026-03-22,0,,,0,
PAIR_036117,HT_019580,HT_015466,2026-02-05,1,1.75,19.02,13,
PAIR_036118,HT_014020,HT_010682,2025-10-28,0,,,0,
PAIR_036119,HT_012010,HT_019220,2026-02-01,1,1.41,12.55,2,4.0
PAIR_036120,HT_019544,HT_019213,2025-04-19,1,1.0,13.28,11,4.0
PAIR_036121,HT_018885,HT_012488,2025-09-30,1,3.24,15.99,14,5.0
PAIR_036122,HT_011290,HT_019072,2025-10-26,0,,,0,
PAIR_036123,HT_010592,HT_017664,2025-04-19,0,,,0,
PAIR_036124,HT_011151,HT_013744,2025-04-17,0,,,0,
PAIR_036125,HT_018186,HT_016529,2026-01-30,0,,,0,
PAIR_036126,HT_017297,HT_014867,2025-07-11,0,,,0,
PAIR_036127,HT_017840,HT_017233,2025-08-07,1,2.55,6.02,11,3.0
PAIR_036128,HT_011515,HT_014092,2025-05-21,1,6.27,82.92,11,4.0
PAIR_036129,HT_019371,HT_018455,2025-08-03,0,,,0,
PAIR_036130,HT_015845,HT_016339,2025-12-09,0,,,0,
PAIR_036131,HT_012214,HT_012672,2025-05-05,0,,,0,
PAIR_036132,HT_017686,HT_010282,2025-09-04,1,3.78,12.5,10,5.0
PAIR_036133,HT_012814,HT_013421,2026-03-11,0,,,0,
PAIR_036134,HT_011951,HT_010637,2025-06-22,0,,,0,
PAIR_036135,HT_015304,HT_015135,2025-08-04,0,,,0,
PAIR_036136,HT_018258,HT_014402,2025-04-21,1,0.7,24.57,10,4.0
PAIR_036137,HT_015961,HT_018268,2025-05-10,1,1.03,7.8,11,4.0
PAIR_036138,HT_018094,HT_017620,2025-09-13,1,8.42,8.3,13,5.0
PAIR_036139,HT_017635,HT_019270,2025-06-01,0,,,0,
PAIR_036140,HT_015689,HT_016002,2025-12-14,1,0.98,11.41,14,3.0
PAIR_036141,HT_016761,HT_015862,2025-10-29,0,,,0,
PAIR_036142,HT_019694,HT_010604,2025-10-25,0,,,0,
PAIR_036143,HT_012269,HT_014156,2025-05-08,0,,,0,
PAIR_036144,HT_010296,HT_018929,2025-12-26,0,,,0,
PAIR_036145,HT_015431,HT_019578,2025-08-11,0,,,0,
PAIR_036146,HT_014228,HT_019399,2026-02-17,0,,,0,
PAIR_036147,HT_010810,HT_010187,2026-02-13,1,3.14,20.18,6,4.0
PAIR_036148,HT_018640,HT_011289,2025-07-29,0,,,0,
PAIR_036149,HT_018208,HT_019515,2025-11-26,1,0.59,4.63,6,
PAIR_036150,HT_019956,HT_016276,2026-03-24,0,,,0,
PAIR_036151,HT_017478,HT_018762,2025-05-26,1,1.42,27.36,9,5.0
PAIR_036152,HT_012503,HT_014746,2026-01-07,0,,,0,
PAIR_036153,HT_011171,HT_016290,2025-11-01,1,1.4,79.77,6,5.0
PAIR_036154,HT_017158,HT_011716,2025-10-24,0,,,0,
PAIR_036155,HT_013891,HT_013361,2025-11-23,1,7.24,27.09,10,5.0
PAIR_036156,HT_014511,HT_018616,2026-03-11,1,0.54,20.64,9,3.0
PAIR_036157,HT_012833,HT_017291,2026-02-16,0,,,0,
PAIR_036158,HT_015078,HT_012557,2025-09-20,0,,,0,
PAIR_036159,HT_014738,HT_018560,2025-04-28,0,,,0,
PAIR_036160,HT_018360,HT_018960,2025-12-02,1,0.38,8.53,11,4.0
PAIR_036161,HT_010922,HT_018594,2025-09-26,0,,,0,
PAIR_036162,HT_010111,HT_010909,2025-09-15,0,,,0,
PAIR_036163,HT_015622,HT_014681,2025-10-12,0,,,0,
PAIR_036164,HT_016829,HT_011332,2026-04-11,1,2.21,47.83,8,3.0
PAIR_036165,HT_012329,HT_016172,2025-04-16,0,,,0,
PAIR_036166,HT_010320,HT_010446,2025-10-03,1,0.67,22.9,7,3.0
PAIR_036167,HT_016251,HT_013816,2025-10-06,0,,,0,
PAIR_036168,HT_013438,HT_019307,2025-10-12,1,0.3,33.45,8,5.0
PAIR_036169,HT_014161,HT_019426,2025-06-23,0,,,0,
PAIR_036170,HT_012083,HT_013910,2026-02-06,0,,,0,
PAIR_036171,HT_018457,HT_017210,2025-07-18,0,,,0,
PAIR_036172,HT_017354,HT_012059,2025-05-30,0,,,0,
PAIR_036173,HT_019618,HT_012802,2026-03-01,0,,,0,
PAIR_036174,HT_010914,HT_017328,2025-12-06,0,,,0,
PAIR_036175,HT_017885,HT_014652,2025-06-11,0,,,0,
PAIR_036176,HT_010620,HT_018102,2026-02-21,1,0.55,15.85,12,
PAIR_036177,HT_014728,HT_013066,2025-12-29,0,,,0,
PAIR_036178,HT_018900,HT_010337,2025-07-22,0,,,0,
PAIR_036179,HT_011295,HT_013210,2025-04-26,0,,,0,
PAIR_036180,HT_018265,HT_013397,2026-02-05,0,,,0,
PAIR_036181,HT_011009,HT_016787,2026-01-15,0,,,0,
PAIR_036182,HT_012838,HT_014920,2025-12-31,1,0.85,22.99,4,
PAIR_036183,HT_013763,HT_019353,2025-05-08,0,,,0,
PAIR_036184,HT_010756,HT_016830,2025-07-24,1,2.5,17.32,4,5.0
PAIR_036185,HT_013735,HT_016328,2025-07-15,0,,,0,
PAIR_036186,HT_012321,HT_011194,2025-10-31,1,1.28,58.41,5,4.0
PAIR_036187,HT_011737,HT_011230,2026-02-16,0,,,0,
PAIR_036188,HT_010927,HT_012110,2025-12-19,1,2.81,20.85,8,4.0
PAIR_036189,HT_013549,HT_017691,2025-09-13,0,,,0,
PAIR_036190,HT_010781,HT_019943,2026-03-31,0,,,0,
PAIR_036191,HT_010342,HT_019098,2026-01-28,0,,,0,
PAIR_036192,HT_016075,HT_014410,2025-09-30,1,0.3,49.88,7,4.0
PAIR_036193,HT_011025,HT_011827,2026-02-23,1,0.3,65.5,7,
PAIR_036194,HT_013739,HT_010305,2025-10-14,0,,,0,
PAIR_036195,HT_014353,HT_016728,2025-09-20,0,,,0,
PAIR_036196,HT_016382,HT_015927,2025-12-24,0,,,0,
PAIR_036197,HT_018584,HT_011284,2025-04-25,0,,,0,
PAIR_036198,HT_018033,HT_015907,2025-07-12,1,0.57,40.62,4,
PAIR_036199,HT_018798,HT_016673,2025-06-15,0,,,0,
PAIR_036200,HT_015007,HT_012234,2026-02-08,0,,,0,
PAIR_036201,HT_017708,HT_015702,2025-10-21,0,,,0,
PAIR_036202,HT_014639,HT_018021,2025-10-27,0,,,0,
PAIR_036203,HT_011586,HT_017951,2026-03-09,0,,,0,
PAIR_036204,HT_013614,HT_019110,2025-09-19,0,,,0,
PAIR_036205,HT_013788,HT_012275,2025-10-08,0,,,0,
PAIR_036206,HT_012516,HT_010844,2026-01-31,1,0.81,31.91,8,5.0
PAIR_036207,HT_018900,HT_011291,2026-04-11,0,,,0,
PAIR_036208,HT_013419,HT_010508,2025-04-15,1,3.06,26.7,10,4.0
PAIR_036209,HT_013228,HT_018285,2025-04-25,0,,,0,
PAIR_036210,HT_014977,HT_016893,2025-10-14,1,1.51,47.3,9,
PAIR_036211,HT_013957,HT_016639,2025-09-20,0,,,0,
PAIR_036212,HT_013172,HT_015352,2025-12-21,0,,,0,
PAIR_036213,HT_013589,HT_014245,2025-05-07,0,,,0,
PAIR_036214,HT_013624,HT_016193,2025-08-21,1,0.09,3.56,3,3.0
PAIR_036215,HT_010745,HT_018721,2025-04-23,1,2.23,5.02,10,3.0
PAIR_036216,HT_019220,HT_019738,2025-11-18,1,1.43,19.25,7,4.0
PAIR_036217,HT_012208,HT_017778,2025-06-18,1,1.63,5.98,10,5.0
PAIR_036218,HT_017802,HT_012438,2025-08-02,0,,,0,
PAIR_036219,HT_015721,HT_014352,2025-07-11,1,0.06,37.24,8,5.0
PAIR_036220,HT_014486,HT_016164,2025-11-14,0,,,0,
PAIR_036221,HT_011649,HT_019944,2025-06-21,0,,,0,
PAIR_036222,HT_017784,HT_013327,2025-05-24,1,0.37,17.22,7,3.0
PAIR_036223,HT_010550,HT_014377,2026-01-02,1,0.92,13.91,11,
PAIR_036224,HT_013044,HT_010874,2025-09-26,0,,,0,
PAIR_036225,HT_014508,HT_018867,2025-05-05,1,0.44,20.6,13,3.0
PAIR_036226,HT_012786,HT_013477,2025-07-19,0,,,0,
PAIR_036227,HT_011227,HT_015279,2026-02-16,0,,,0,
PAIR_036228,HT_015773,HT_011517,2025-05-14,0,,,0,
PAIR_036229,HT_018152,HT_010201,2025-06-30,1,0.11,16.81,8,3.0
PAIR_036230,HT_011916,HT_017761,2025-10-23,1,1.09,11.12,10,
PAIR_036231,HT_016532,HT_014747,2025-08-31,1,2.42,19.9,7,4.0
PAIR_036232,HT_019163,HT_016496,2025-04-15,1,2.7,10.72,6,4.0
PAIR_036233,HT_016223,HT_019157,2026-03-27,1,0.61,32.9,2,5.0
PAIR_036234,HT_017321,HT_012607,2025-10-17,1,1.91,22.59,6,
PAIR_036235,HT_017100,HT_017729,2025-08-07,0,,,0,
PAIR_036236,HT_019136,HT_013469,2025-06-19,0,,,0,
PAIR_036237,HT_018044,HT_019583,2025-10-18,0,,,0,
PAIR_036238,HT_011229,HT_014360,2026-03-05,1,2.42,74.32,14,3.0
PAIR_036239,HT_011523,HT_011119,2026-01-07,1,3.83,27.85,14,3.0
PAIR_036240,HT_014507,HT_010805,2026-03-06,1,6.68,55.56,10,
PAIR_036241,HT_012272,HT_010327,2026-02-03,0,,,0,
PAIR_036242,HT_013134,HT_019648,2025-05-07,1,2.5,32.71,5,5.0
PAIR_036243,HT_010528,HT_010263,2025-12-23,1,1.21,8.51,5,4.0
PAIR_036244,HT_015064,HT_016199,2026-03-09,0,,,0,
PAIR_036245,HT_016215,HT_018881,2025-12-01,0,,,0,
PAIR_036246,HT_018273,HT_015083,2025-04-20,0,,,0,
PAIR_036247,HT_013943,HT_019441,2025-05-13,0,,,0,
PAIR_036248,HT_019848,HT_011204,2026-01-27,0,,,0,
PAIR_036249,HT_018586,HT_015484,2025-09-02,1,0.01,6.02,5,4.0
PAIR_036250,HT_012659,HT_015659,2026-03-08,0,,,0,
PAIR_036251,HT_012524,HT_013112,2025-04-24,1,6.19,22.11,8,3.0
PAIR_036252,HT_016694,HT_013422,2025-06-15,0,,,0,
PAIR_036253,HT_012529,HT_013827,2025-09-20,1,2.83,12.76,15,4.0
PAIR_036254,HT_018050,HT_010578,2025-04-25,0,,,0,
PAIR_036255,HT_010317,HT_019495,2025-05-22,1,1.57,17.23,6,5.0
PAIR_036256,HT_016414,HT_019568,2025-08-08,0,,,0,
PAIR_036257,HT_014766,HT_019414,2025-09-04,0,,,0,
PAIR_036258,HT_011550,HT_015038,2026-02-06,1,1.58,73.26,7,
PAIR_036259,HT_015441,HT_013264,2025-12-23,1,0.63,42.64,9,5.0
PAIR_036260,HT_010048,HT_014313,2025-10-06,1,4.41,31.34,10,3.0
PAIR_036261,HT_012956,HT_013604,2025-06-08,1,1.49,22.87,5,4.0
PAIR_036262,HT_010766,HT_013338,2025-06-20,0,,,0,
PAIR_036263,HT_011784,HT_014756,2025-08-30,0,,,0,
PAIR_036264,HT_015936,HT_012471,2025-08-02,1,0.7,29.29,10,4.0
PAIR_036265,HT_014509,HT_014661,2025-05-05,0,,,0,
PAIR_036266,HT_012266,HT_010611,2025-07-19,1,1.1,18.63,9,4.0
PAIR_036267,HT_013383,HT_019704,2025-05-21,0,,,0,
PAIR_036268,HT_012070,HT_010938,2026-02-03,0,,,0,
PAIR_036269,HT_013897,HT_015106,2026-02-02,1,3.65,17.38,5,3.0
PAIR_036270,HT_015894,HT_018023,2026-04-12,1,2.45,29.79,6,4.0
PAIR_036271,HT_017276,HT_011433,2025-07-31,0,,,0,
PAIR_036272,HT_019846,HT_016973,2025-06-22,0,,,0,
PAIR_036273,HT_012897,HT_010361,2026-04-07,0,,,0,
PAIR_036274,HT_012481,HT_011372,2025-07-27,1,2.2,12.32,9,
PAIR_036275,HT_014585,HT_016959,2026-03-18,0,,,0,
PAIR_036276,HT_013740,HT_018874,2025-11-03,0,,,0,
PAIR_036277,HT_018601,HT_016342,2026-01-19,1,0.18,21.6,4,
PAIR_036278,HT_019753,HT_012855,2025-09-09,0,,,0,
PAIR_036279,HT_019838,HT_014532,2025-12-08,1,0.04,50.86,4,5.0
PAIR_036280,HT_013411,HT_014378,2026-01-04,0,,,0,
PAIR_036281,HT_017653,HT_012982,2026-03-30,0,,,0,
PAIR_036282,HT_017147,HT_017987,2025-08-06,0,,,0,
PAIR_036283,HT_010761,HT_015752,2025-11-16,0,,,0,
PAIR_036284,HT_012423,HT_016630,2026-03-06,1,3.68,24.06,14,5.0
PAIR_036285,HT_013614,HT_019031,2025-08-05,1,2.21,32.15,15,
PAIR_036286,HT_015713,HT_019639,2025-08-14,0,,,0,
PAIR_036287,HT_013045,HT_015196,2025-07-01,0,,,0,
PAIR_036288,HT_013582,HT_018479,2026-03-27,1,9.59,8.21,2,
PAIR_036289,HT_013961,HT_011378,2025-07-14,0,,,0,
PAIR_036290,HT_016511,HT_017226,2025-09-27,1,0.39,13.99,3,5.0
PAIR_036291,HT_015951,HT_017136,2025-06-28,1,0.2,23.24,5,4.0
PAIR_036292,HT_015578,HT_017253,2026-01-12,0,,,0,
PAIR_036293,HT_015275,HT_019513,2025-10-30,0,,,0,
PAIR_036294,HT_013826,HT_010516,2025-06-18,0,,,0,
PAIR_036295,HT_015890,HT_017309,2025-05-02,1,0.92,3.85,9,5.0
PAIR_036296,HT_017842,HT_012441,2025-06-05,0,,,0,
PAIR_036297,HT_011924,HT_019675,2025-04-24,0,,,0,
PAIR_036298,HT_018256,HT_013179,2025-04-19,0,,,0,
PAIR_036299,HT_016376,HT_017777,2026-01-15,1,0.27,34.62,12,3.0
PAIR_036300,HT_014340,HT_013191,2026-02-02,0,,,0,
PAIR_036301,HT_019912,HT_011905,2025-06-15,0,,,0,
PAIR_036302,HT_014707,HT_018512,2025-05-09,1,2.4,14.56,9,4.0
PAIR_036303,HT_017449,HT_016662,2026-01-09,1,3.32,19.81,9,5.0
PAIR_036304,HT_014777,HT_010526,2025-11-12,1,0.71,33.1,7,4.0
PAIR_036305,HT_017681,HT_019109,2026-02-01,1,0.84,72.28,11,4.0
PAIR_036306,HT_010932,HT_017954,2025-10-09,1,0.89,15.84,4,
PAIR_036307,HT_012255,HT_017113,2025-05-08,0,,,0,
PAIR_036308,HT_018231,HT_012391,2025-12-13,1,7.58,21.32,2,3.0
PAIR_036309,HT_010750,HT_013261,2025-07-23,0,,,0,
PAIR_036310,HT_017437,HT_017264,2025-06-02,0,,,0,
PAIR_036311,HT_015559,HT_014820,2026-01-29,0,,,0,
PAIR_036312,HT_019396,HT_014077,2025-10-10,0,,,0,
PAIR_036313,HT_010268,HT_017990,2026-04-08,1,0.39,23.67,6,5.0
PAIR_036314,HT_015608,HT_016696,2026-01-10,0,,,0,
PAIR_036315,HT_013302,HT_013295,2025-05-19,0,,,0,
PAIR_036316,HT_017759,HT_014933,2025-08-18,0,,,0,
PAIR_036317,HT_015240,HT_015675,2025-08-21,0,,,0,
PAIR_036318,HT_012713,HT_017723,2025-04-30,0,,,0,
PAIR_036319,HT_018705,HT_017578,2025-10-10,1,1.16,21.82,10,3.0
PAIR_036320,HT_018236,HT_011281,2026-02-17,0,,,0,
PAIR_036321,HT_017730,HT_016000,2026-04-12,1,0.91,20.42,9,5.0
PAIR_036322,HT_013256,HT_017423,2026-03-07,1,0.86,19.84,8,
PAIR_036323,HT_016713,HT_010284,2025-06-25,1,0.13,49.12,11,5.0
PAIR_036324,HT_017508,HT_013706,2025-06-14,0,,,0,
PAIR_036325,HT_016002,HT_012054,2025-07-02,0,,,0,
PAIR_036326,HT_015240,HT_015600,2026-04-07,1,2.67,59.96,9,
PAIR_036327,HT_010709,HT_019029,2025-06-02,1,2.26,12.09,10,3.0
PAIR_036328,HT_012355,HT_013469,2026-01-22,1,3.35,36.34,10,5.0
PAIR_036329,HT_017207,HT_019884,2025-04-14,0,,,0,
PAIR_036330,HT_012129,HT_015466,2025-10-16,0,,,0,
PAIR_036331,HT_018053,HT_016928,2025-09-20,1,5.37,64.13,12,4.0
PAIR_036332,HT_011099,HT_017856,2026-01-24,0,,,0,
PAIR_036333,HT_013189,HT_018627,2025-12-31,0,,,0,
PAIR_036334,HT_018224,HT_010844,2025-05-02,0,,,0,
PAIR_036335,HT_014146,HT_019377,2025-09-23,0,,,0,
PAIR_036336,HT_017758,HT_011449,2025-12-07,1,1.13,6.43,9,5.0
PAIR_036337,HT_011695,HT_018078,2025-04-26,0,,,0,
PAIR_036338,HT_011418,HT_011295,2025-11-13,1,4.68,4.7,7,3.0
PAIR_036339,HT_019225,HT_019992,2025-10-18,1,0.11,17.05,7,5.0
PAIR_036340,HT_010241,HT_013908,2025-09-25,1,0.13,18.47,9,4.0
PAIR_036341,HT_019228,HT_017179,2026-03-13,1,3.02,40.75,8,5.0
PAIR_036342,HT_012506,HT_011212,2025-10-30,1,1.85,26.94,11,4.0
PAIR_036343,HT_011657,HT_019649,2025-12-20,1,0.95,50.36,8,3.0
PAIR_036344,HT_012194,HT_016178,2025-07-16,0,,,0,
PAIR_036345,HT_018416,HT_014318,2026-01-12,1,2.5,43.8,8,4.0
PAIR_036346,HT_013435,HT_010417,2025-05-31,0,,,0,
PAIR_036347,HT_019722,HT_015961,2025-09-01,0,,,0,
PAIR_036348,HT_010327,HT_018116,2025-06-18,1,1.58,15.51,14,4.0
PAIR_036349,HT_014300,HT_019052,2026-03-30,1,1.28,11.78,9,3.0
PAIR_036350,HT_013680,HT_017236,2025-07-15,0,,,0,
PAIR_036351,HT_010844,HT_014227,2025-10-08,0,,,0,
PAIR_036352,HT_015742,HT_016928,2025-10-21,0,,,0,
PAIR_036353,HT_010167,HT_017263,2025-06-25,0,,,0,
PAIR_036354,HT_016578,HT_017848,2025-07-24,0,,,0,
PAIR_036355,HT_013958,HT_018284,2026-04-12,1,1.47,51.75,9,3.0
PAIR_036356,HT_019857,HT_013534,2026-03-20,1,2.3,17.41,9,4.0
PAIR_036357,HT_012954,HT_017209,2025-06-26,0,,,0,
PAIR_036358,HT_019302,HT_019845,2025-08-08,0,,,0,
PAIR_036359,HT_011151,HT_016787,2025-12-09,0,,,0,
PAIR_036360,HT_011723,HT_017645,2026-03-22,1,1.85,6.57,8,4.0
PAIR_036361,HT_018416,HT_017574,2026-04-04,1,1.64,27.35,7,4.0
PAIR_036362,HT_014758,HT_014604,2025-10-04,0,,,0,
PAIR_036363,HT_014551,HT_011553,2026-01-23,1,1.51,74.34,5,
PAIR_036364,HT_018186,HT_016940,2026-03-05,1,1.08,64.95,8,
PAIR_036365,HT_010546,HT_017766,2025-09-09,0,,,0,
PAIR_036366,HT_018750,HT_018157,2025-05-10,0,,,0,
PAIR_036367,HT_018082,HT_019985,2025-07-27,0,,,0,
PAIR_036368,HT_016109,HT_016807,2025-10-20,0,,,0,
PAIR_036369,HT_011061,HT_014127,2025-05-28,0,,,0,
PAIR_036370,HT_017008,HT_016960,2026-03-11,0,,,0,
PAIR_036371,HT_014007,HT_015850,2025-08-29,0,,,0,
PAIR_036372,HT_013039,HT_017041,2025-12-17,1,0.71,5.32,7,
PAIR_036373,HT_019302,HT_019634,2025-11-08,0,,,0,
PAIR_036374,HT_014077,HT_015967,2026-03-03,0,,,0,
PAIR_036375,HT_012813,HT_013577,2025-07-27,0,,,0,
PAIR_036376,HT_012897,HT_018272,2025-06-02,1,3.14,18.37,8,3.0
PAIR_036377,HT_010357,HT_011274,2026-02-12,1,1.69,36.96,8,3.0
PAIR_036378,HT_011968,HT_016651,2025-06-10,0,,,0,
PAIR_036379,HT_018163,HT_015872,2025-07-23,1,0.67,28.19,3,4.0
PAIR_036380,HT_016284,HT_014805,2026-01-12,0,,,0,
PAIR_036381,HT_016634,HT_015104,2025-11-06,1,0.33,26.98,13,4.0
PAIR_036382,HT_013129,HT_019583,2026-02-15,0,,,0,
PAIR_036383,HT_014883,HT_016299,2025-10-29,0,,,0,
PAIR_036384,HT_017954,HT_013147,2025-07-02,0,,,0,
PAIR_036385,HT_013651,HT_019317,2025-09-08,0,,,0,
PAIR_036386,HT_013347,HT_019734,2025-06-26,0,,,0,
PAIR_036387,HT_019960,HT_013111,2025-04-19,0,,,0,
PAIR_036388,HT_012966,HT_018728,2026-01-12,1,3.39,56.43,10,4.0
PAIR_036389,HT_017554,HT_017664,2025-12-04,1,2.93,33.38,10,3.0
PAIR_036390,HT_011354,HT_017651,2025-09-05,0,,,0,
PAIR_036391,HT_017185,HT_014122,2025-10-27,0,,,0,
PAIR_036392,HT_014214,HT_016101,2026-01-13,0,,,0,
PAIR_036393,HT_015279,HT_013266,2026-04-11,0,,,0,
PAIR_036394,HT_014575,HT_017680,2025-10-30,1,3.62,12.19,8,
PAIR_036395,HT_013296,HT_011704,2025-06-24,0,,,0,
PAIR_036396,HT_011300,HT_014560,2025-12-18,0,,,0,
PAIR_036397,HT_019663,HT_016466,2025-09-09,0,,,0,
PAIR_036398,HT_019812,HT_018217,2025-07-18,0,,,0,
PAIR_036399,HT_013214,HT_012248,2026-04-12,0,,,0,
PAIR_036400,HT_014820,HT_013834,2026-01-19,1,1.06,54.15,7,4.0
PAIR_036401,HT_017918,HT_018030,2026-02-20,1,0.4,12.58,9,3.0
PAIR_036402,HT_016008,HT_010277,2025-08-30,1,2.73,60.02,8,4.0
PAIR_036403,HT_018872,HT_015931,2025-07-19,0,,,0,
PAIR_036404,HT_017027,HT_018347,2025-06-03,0,,,0,
PAIR_036405,HT_016196,HT_010385,2025-04-16,1,0.17,6.15,11,5.0
PAIR_036406,HT_016823,HT_012223,2025-06-06,0,,,0,
PAIR_036407,HT_012322,HT_017786,2025-08-06,0,,,0,
PAIR_036408,HT_016456,HT_011152,2025-12-27,1,0.35,99.13,8,5.0
PAIR_036409,HT_017503,HT_012527,2025-06-04,0,,,0,
PAIR_036410,HT_019990,HT_010599,2025-11-17,1,1.29,20.67,13,
PAIR_036411,HT_014721,HT_011281,2025-08-20,0,,,0,
PAIR_036412,HT_015524,HT_014431,2025-10-13,0,,,0,
PAIR_036413,HT_013509,HT_017631,2025-06-24,1,0.92,5.07,9,4.0
PAIR_036414,HT_017355,HT_018380,2025-08-02,0,,,0,
PAIR_036415,HT_015434,HT_010867,2025-09-16,0,,,0,
PAIR_036416,HT_014378,HT_017029,2025-05-05,0,,,0,
PAIR_036417,HT_014203,HT_017795,2026-02-15,1,0.04,66.51,8,4.0
PAIR_036418,HT_016116,HT_017433,2025-12-30,1,2.26,17.92,8,5.0
PAIR_036419,HT_016289,HT_012355,2025-07-15,0,,,0,
PAIR_036420,HT_016942,HT_012010,2025-08-05,0,,,0,
PAIR_036421,HT_012164,HT_014609,2025-10-12,1,0.14,2.86,8,5.0
PAIR_036422,HT_013944,HT_012337,2025-04-30,1,7.81,10.4,11,4.0
PAIR_036423,HT_016228,HT_016044,2025-04-24,1,1.84,17.87,6,
PAIR_036424,HT_016260,HT_017884,2026-01-06,0,,,0,
PAIR_036425,HT_019720,HT_012080,2025-04-12,1,0.63,32.72,6,
PAIR_036426,HT_019106,HT_016575,2025-06-18,0,,,0,
PAIR_036427,HT_017127,HT_016269,2025-08-27,0,,,0,
PAIR_036428,HT_019664,HT_013396,2025-06-25,1,0.46,47.07,10,3.0
PAIR_036429,HT_018309,HT_010603,2026-01-18,1,3.19,51.4,9,3.0
PAIR_036430,HT_013229,HT_014354,2025-07-03,0,,,0,
PAIR_036431,HT_010638,HT_015804,2025-04-19,0,,,0,
PAIR_036432,HT_016791,HT_012899,2025-12-14,0,,,0,
PAIR_036433,HT_015499,HT_017972,2025-05-15,0,,,0,
PAIR_036434,HT_016464,HT_019731,2026-03-14,1,2.11,16.67,11,
PAIR_036435,HT_019370,HT_013202,2025-10-27,1,1.32,1.02,8,4.0
PAIR_036436,HT_015390,HT_013764,2025-06-13,1,0.61,17.62,7,3.0
PAIR_036437,HT_019064,HT_015100,2025-07-21,0,,,0,
PAIR_036438,HT_015955,HT_013982,2025-12-07,0,,,0,
PAIR_036439,HT_011721,HT_019476,2025-07-03,1,0.86,27.11,9,4.0
PAIR_036440,HT_017258,HT_017374,2026-01-13,1,0.78,3.92,7,
PAIR_036441,HT_015275,HT_010119,2025-09-23,1,2.04,9.29,8,3.0
PAIR_036442,HT_018205,HT_013533,2025-11-25,0,,,0,
PAIR_036443,HT_012734,HT_011299,2026-01-08,0,,,0,
PAIR_036444,HT_016808,HT_016282,2025-09-08,1,1.25,53.85,9,4.0
PAIR_036445,HT_013013,HT_011207,2025-11-24,0,,,0,
PAIR_036446,HT_017382,HT_013703,2025-09-21,0,,,0,
PAIR_036447,HT_013584,HT_015945,2026-03-04,0,,,0,
PAIR_036448,HT_013243,HT_011231,2026-01-20,0,,,0,
PAIR_036449,HT_010229,HT_017601,2026-03-03,1,1.33,7.43,9,
PAIR_036450,HT_019516,HT_014371,2025-04-21,0,,,0,
PAIR_036451,HT_012729,HT_018500,2025-08-17,1,3.54,41.21,8,5.0
